date,symbol,exchange,deal_type,side,client,qty,price
2026-06-17,RPTECH,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,380467,701.38
2026-06-17,RPTECH,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,757555,700.31
2026-06-17,RPTECH,NSE,bulk,SELL,QE SECURITIES LLP,732052,698.9
2026-06-17,RPTECH,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,777430,705.29
2026-06-17,SBC,NSE,bulk,BUY,DEEPIKA GUPTA,2950000,37.58
2026-06-17,SBC,NSE,bulk,BUY,RAJ  GUPTA,1249658,37.65
2026-06-17,SBC,NSE,bulk,BUY,NITN KAPOOR,2400000,37.5
2026-06-17,SBC,NSE,bulk,SELL,RAJ  GUPTA,2456735,37.55
2026-06-17,SHAKTIPR,BSE,bulk,SELL,RATHOD MANOJ CHHAGANLAL HUF,1107959.0,21.74
2026-06-17,SHAKTIPR,BSE,bulk,SELL,SACHIN GOVINDLAL MODI,350000.0,21.74
2026-06-17,SHAKTIPR,BSE,bulk,BUY,HARSHA RAJESHBHAI JHAVERI,300000.0,21.69
2026-06-17,SHAKTIPR,BSE,bulk,BUY,RATHOD MANOJ CHHAGANLAL HUF,18447.0,21.5
2026-06-17,SHAKTIPR,BSE,bulk,BUY,SACHIN GOVINDLAL MODI,102284.0,21.7
2026-06-17,SHAKTIPR,BSE,bulk,SELL,NEO APEX SHARE BROKING SERVICES LLP,160845.0,21.73
2026-06-17,SHANTIGOLD,NSE,bulk,BUY,ARIHANT CAPITAL MARKETS LIMITED,384088,227.75
2026-06-17,SHANTIGOLD,NSE,bulk,SELL,ARIHANT CAPITAL MARKETS LIMITED,384088,227.76
2026-06-17,SSFLPP,NSE,bulk,SELL,NUVAMA CROSSOVER OPPORTUNITIES FUND - SERIES III,87751,120
2026-06-17,STYLEBAAZA,NSE,bulk,SELL,GARG BROTHERS PRIVATE LIMITED,875000,328.72
2026-06-17,SUPHA,BSE,bulk,SELL,PRAKASH ANAND GUPTA,6510419.0,0.27
2026-06-17,SUPREME,NSE,bulk,BUY,HI KLASS TRADING & INVESTMENT LIMITED,201053,46.92
2026-06-17,SUPREME,NSE,bulk,SELL,HI KLASS TRADING & INVESTMENT LIMITED,202853,48.35
2026-06-17,TARSONS,NSE,bulk,BUY,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,496382,270.56
2026-06-17,TARSONS,NSE,bulk,BUY,QE SECURITIES LLP,803035,271.42
2026-06-17,TARSONS,NSE,bulk,BUY,IRAGE BROKING SERVICES LLP,387345,269.23
2026-06-17,TARSONS,NSE,bulk,BUY,BLITZQUANT RESEARCH LLP,637510,270.1
2026-06-17,TARSONS,NSE,bulk,BUY,MUSIGMA SECURITIES,567184,271.41
2026-06-17,TARSONS,NSE,bulk,BUY,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,282982,272.39
2026-06-17,TARSONS,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,1007276,271.09
2026-06-17,TARSONS,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,411316,270.07
2026-06-17,TARSONS,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,759210,271.22
2026-06-17,TARSONS,NSE,bulk,SELL,QE SECURITIES LLP,804740,269.64
2026-06-17,TARSONS,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,766580,271.38
2026-06-17,TARSONS,NSE,bulk,SELL,IRAGE BROKING SERVICES LLP,338146,270.82
2026-06-17,TARSONS,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,1007276,271.24
2026-06-17,TARSONS,NSE,bulk,SELL,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,269383,273.17
2026-06-17,TARSONS,NSE,bulk,SELL,MUSIGMA SECURITIES,567184,271.5
2026-06-17,TARSONS,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,411316,270
2026-06-17,TARSONS,NSE,bulk,SELL,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,496382,270.53
2026-06-17,TARSONS,NSE,bulk,SELL,BLITZQUANT RESEARCH LLP,637510,270.23
2026-06-17,TIMESGREEN,BSE,bulk,SELL,EMRALD COMMERCIAL LIMITED,40000.0,52.0
2026-06-17,TIMESGREEN,BSE,bulk,BUY,MAANAV  SINGHI,36000.0,52.0
2026-06-17,TIPCO,BSE,bulk,BUY,EXCELLENT SHARES AND FINANCE SERVICES PRIVATE LIMITED,110400.0,161.0
2026-06-17,TIPCO,BSE,bulk,BUY,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,214400.0,165.34
2026-06-17,TIRUPATIIN,BSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,61118.0,10.59
2026-06-17,TIRUPATIIN,BSE,bulk,SELL,L7 HITECH PRIVATE LIMITED,218903.0,10.6
2026-06-17,UCIL,BSE,bulk,SELL,KIRAN MITTAL,225000.0,103.59
2026-06-17,UCIL,BSE,bulk,BUY,VIKAS GOYAL,233542.0,103.59
2026-06-17,UMAEXPORTS,NSE,bulk,SELL,SUMITRA DEVI  KHEMUKA,179483,24.08
2026-06-17,UTKAL,NSE,bulk,BUY,DINESHKUMAR PRITHVIRAJ DHOKA,106000,66
2026-06-17,UTKAL,NSE,bulk,BUY,NITESH BHIMRAJ JAIN,120000,66
2026-06-17,VALUE360,NSE,bulk,BUY,ALACRITY SECURITIES LTD,163200,87.85
2026-06-17,VALUE360,NSE,bulk,SELL,AIKYAM CAPITAL PRIVATE LIMITED,199200,87.72
2026-06-17,VALUE360,NSE,bulk,SELL,ALACRITY SECURITIES LTD,34800,87.93
2026-06-17,VEERHEALTH,BSE,bulk,BUY,ALPA SUNIL CHHEDA,200000.0,27.79
2026-06-17,VEERHEALTH,BSE,bulk,SELL,VIKRAMKUMAR KARANRAJ SAKARIA HUF,240204.0,27.8
2026-06-17,VEERHEALTH,BSE,bulk,BUY,VIKRAMKUMAR KARANRAJ SAKARIA HUF,29972.0,27.34
2026-06-17,VIRGOGLOB,BSE,bulk,BUY,MANJU KAUSHIK BHUPTA,68000.0,7.04
2026-06-17,VIRGOGLOB,BSE,bulk,BUY,ARORA FIBRES LIMITED,495200.0,7.04
2026-06-17,VIRGOGLOB,BSE,bulk,BUY,DALJEET SINGH,135000.0,6.95
2026-06-17,VIRGOGLOB,BSE,bulk,BUY,LAVI AGGARWAL,65000.0,7.01
2026-06-17,VIRGOGLOB,BSE,bulk,SELL,SHRI NAKODA LOGISTICS PRIVATE LIMITED,1115797.0,7.03
2026-06-18,ANTHEM,NSE,block,BUY,360 ONE MUTUAL FUND,335661,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,107460,744.8
2026-06-18,ANTHEM,NSE,block,BUY,BAJAJ LIFE INSURANCE LIMITED,1208379,744.8
2026-06-18,ANTHEM,NSE,block,BUY,CANARA ROBECO MUTUAL FUND,537057,744.8
2026-06-18,ANTHEM,NSE,block,BUY,EDELWEISS MUTUAL FUND,335661,744.8
2026-06-18,ANTHEM,NSE,block,BUY,GHISALLO MASTER FUND LP,335661,744.8
2026-06-18,ANTHEM,NSE,block,BUY,HDFC MUTUAL FUND,1342643,744.8
2026-06-18,ANTHEM,NSE,block,BUY,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,1208379,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,2000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,8000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,9000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,10000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,16000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,23000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,54000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,102264,744.8
2026-06-18,ANTHEM,NSE,block,BUY,INTEGRATED CORE STRATEGIES ASIA PTE LTD,111397,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,109,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,1572,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,1777,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,2274,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,2356,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,2757,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,4117,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,4777,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,6092,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,11058,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,21654,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,59187,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,80134,744.8
2026-06-18,ANTHEM,NSE,block,BUY,WHITEOAK CAPITAL MUTUAL FUND,262661,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,214923,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,222420,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,465712,744.8
2026-06-18,ANTHEM,NSE,block,BUY,KOTAK MAHINDRA MUTUAL FUND,1342643,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MAHINDRA MANULIFE MUTUAL  FUND,76741,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MAHINDRA MANULIFE MUTUAL FUND,76741,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MAHINDRA MANULIFE MUTUAL FUND,191527,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MAHINDRA MANULIFE MUTUAL FUND,230223,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MAHINDRA MANULIFE MUTUAL FUND,767411,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MANULIFE GLOBAL FUND INDIA EQUITY FUND,195802,744.8
2026-06-18,ANTHEM,NSE,block,BUY,MANULIFE PROVIDENT FUNDS UNIT TRUST SERIES - MANULIFE INDIA EQUITY FUND,14685,744.8
2026-06-18,ANTHEM,NSE,block,BUY,NORDEA 1 SICAV - INDIAN EQUITY FUND,685307,744.8
2026-06-18,ANTHEM,NSE,block,BUY,PI OPPORTUNITIES AIF V LLP,805586,744.8
2026-06-18,ANTHEM,NSE,block,BUY,PRUDENTIAL HONG KONG LIMITED,1020409,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,6500,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,24000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,240000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,299000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,305000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,742116,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SBI MUTUAL FUND,1078000,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SOCIAL PROTECTION FUND,44056,744.8
2026-06-18,ANTHEM,NSE,block,BUY,SOCIETE GENERALE,335661,744.8
2026-06-18,ANTHEM,NSE,block,BUY,UTI MUTUAL FUND,49728,744.8
2026-06-18,ANTHEM,NSE,block,BUY,UTI MUTUAL FUND,532377,744.8
2026-06-18,ANTHEM,NSE,block,BUY,UTI MUTUAL FUND,760538,744.8
2026-06-18,ANTHEM,NSE,block,BUY,WHITEOAK CAPITAL MUTUAL FUND,18635,744.8
2026-06-18,ANTHEM,NSE,block,BUY,WHITEOAK CAPITAL MUTUAL FUND,61318,744.8
2026-06-18,ANTHEM,NSE,block,BUY,WHITEOAK CAPITAL MUTUAL FUND,100458,744.8
2026-06-18,ANTHEM,NSE,block,SELL,ARUNA GANESH,17114604,744.8
2026-06-19,ALTIUSINVIT,BSE,block,BUY,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,1525000.0,165.9
2026-06-19,ALTIUSINVIT,BSE,block,SELL,ASK FINANCIAL HOLDINGS PRIVATE LIMITED,1525000.0,165.9
2026-06-22,7NR,BSE,bulk,SELL,UMANG VIJAYKUMAR TRIVEDI,750000.0,5.7
2026-06-22,ABCOTS,NSE,bulk,SELL,LOTUS HOMETEXTILES LIMITED,198000,250.5
2026-06-22,ABCOTS,BSE,bulk,SELL,LOTUS HOMETEXTILES LIMITED,202000.0,250.5
2026-06-22,ACSTECH,NSE,bulk,SELL,NEXTA ENTERPRISES LLP,775000,39.98
2026-06-22,ACSTECH,BSE,bulk,SELL,NEXTA ENTERPRISES LLP,401954.0,40.13
2026-06-22,ADISHAKTI,BSE,bulk,BUY,ARORA FIBRES LIMITED,130000.0,14.37
2026-06-22,ADISHAKTI,BSE,bulk,BUY,RICHABEN BHAUMIKKUMAR MACHHI,70000.0,14.65
2026-06-22,ADISHAKTI,BSE,bulk,BUY,SAMEER SURENDRAPRAKASH SAINI,100000.0,14.04
2026-06-22,ADISHAKTI,BSE,bulk,SELL,PAWAN KUMAR MITTAL,200000.0,14.55
2026-06-22,ADISHAKTI,BSE,bulk,BUY,ANCHAL  BANSAL,90000.0,13.71
2026-06-22,ADISHAKTI,BSE,bulk,SELL,ANCHAL  BANSAL,80000.0,14.06
2026-06-22,ARMAN,BSE,bulk,SELL,OPPORTUNE EXIM PRIVATE LIMITED,80940.0,109.3
2026-06-22,ARMAN,BSE,bulk,BUY,ANAND KUMAR,26500.0,109.37
2026-06-22,ARMAN,BSE,bulk,BUY,VEDANTA BARUAH,41195.0,109.26
2026-06-22,ASIANTILES,NSE,bulk,BUY,CORE INC,2076320,56.13
2026-06-22,ASIANTILES,NSE,bulk,SELL,CORE INC,2076319,56.61
2026-06-22,ATALREAL,NSE,bulk,BUY,ALTIZEN VENTURES LLP,469237,30.43
2026-06-22,ATALREAL,NSE,bulk,SELL,ALTIZEN VENTURES LLP,747154,30.39
2026-06-22,BACPHAR,BSE,bulk,BUY,NIRAJ RAJNIKANT SHAH,306000.0,40.05
2026-06-22,BACPHAR,BSE,bulk,SELL,KIRANBHAI  TRIVEDI,16434.0,40.01
2026-06-22,BACPHAR,BSE,bulk,BUY,KIRANBHAI  TRIVEDI,148000.0,40.05
2026-06-22,BACPHAR,BSE,bulk,SELL,NIKITA HIREN PATEL,459052.0,40.11
2026-06-22,CGFL,BSE,bulk,SELL,LAXMI TRADING & INVESTMENTS,616417.0,29.5
2026-06-22,CGFL,BSE,bulk,BUY,SKYLINE RETAILER LLP,805000.0,29.5
2026-06-22,CHMBBRW,BSE,bulk,SELL,SUDHIR S MEHTA HUF,40000.0,22.47
2026-06-22,DENTA,NSE,bulk,BUY,QE SECURITIES LLP,145151,319.29
2026-06-22,DENTA,NSE,bulk,BUY,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,170895,328.18
2026-06-22,DENTA,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,310573,324.36
2026-06-22,DENTA,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,207102,323.85
2026-06-22,DENTA,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,239626,328.5
2026-06-22,DENTA,NSE,bulk,BUY,ALPHAGREP SECURITIES PRIVATE LIMITED,159652,325.35
2026-06-22,DENTA,NSE,bulk,SELL,QE SECURITIES LLP,148118,320.79
2026-06-22,DENTA,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,310764,324.83
2026-06-22,DENTA,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,239626,328.91
2026-06-22,DENTA,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,207102,324.07
2026-06-22,DENTA,NSE,bulk,SELL,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,170895,328.26
2026-06-22,DENTA,NSE,bulk,SELL,ALPHAGREP SECURITIES PRIVATE LIMITED,159652,325.73
2026-06-22,DRL,BSE,bulk,SELL,SATYANARAYAN JAGANNATH KABRA,200000.0,22.05
2026-06-22,DRL,BSE,bulk,SELL,SAROJ SATYANARAYAN KABRA,127166.0,22.05
2026-06-22,DRL,BSE,bulk,BUY,PANKAJ DHANJI CHHEDA HUF,50000.0,22.05
2026-06-22,DRL,BSE,bulk,BUY,JAYVANTI DHANJI CHHEDA,50000.0,22.05
2026-06-22,DRL,BSE,bulk,BUY,SACHIN KISHOR BAKHAI HUF,50000.0,22.05
2026-06-22,DRL,BSE,bulk,BUY,AMISH HITESH GANGAR,45000.0,22.05
2026-06-22,DRL,BSE,bulk,BUY,AVI PANKAJ CHHEDA,50000.0,22.05
2026-06-22,EIMCOELECO,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,33150,1787.07
2026-06-22,EIMCOELECO,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,33150,1788.17
2026-06-22,EMSLIMITED,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,420712,399.2
2026-06-22,EMSLIMITED,NSE,bulk,BUY,QE SECURITIES LLP,346650,398.3
2026-06-22,EMSLIMITED,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,385137,400.52
2026-06-22,EMSLIMITED,NSE,bulk,BUY,HRTI PRIVATE LIMITED,342517,399.26
2026-06-22,EMSLIMITED,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,421824,399.51
2026-06-22,EMSLIMITED,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,385137,400.72
2026-06-22,EMSLIMITED,NSE,bulk,SELL,HRTI PRIVATE LIMITED,341959,399.56
2026-06-22,EMSLIMITED,NSE,bulk,SELL,QE SECURITIES LLP,375933,397.44
2026-06-22,EPACK,NSE,bulk,BUY,HRTI PRIVATE LIMITED,528449,259.94
2026-06-22,EPACK,NSE,bulk,BUY,QE SECURITIES LLP,1346401,261.7
2026-06-22,EPACK,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,931039,260.93
2026-06-22,EPACK,NSE,bulk,BUY,JUNOMONETA FINSOL PRIVATE LIMITED,808345,259.8
2026-06-22,EPACK,NSE,bulk,BUY,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,556364,262.6
2026-06-22,EPACK,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,998395,261.75
2026-06-22,EPACK,NSE,bulk,SELL,QE SECURITIES LLP,1328316,259.46
2026-06-22,EPACK,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,931039,261.07
2026-06-22,EPACK,NSE,bulk,SELL,JUNOMONETA FINSOL PRIVATE LIMITED,809091,259.96
2026-06-22,EPACK,NSE,bulk,SELL,HRTI PRIVATE LIMITED,530914,259.14
2026-06-22,EPACK,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,998395,261.94
2026-06-22,EPACK,NSE,bulk,SELL,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,542364,263.72
2026-06-22,ESSENTIA,NSE,bulk,BUY,GI ENGINEERING SOLUTIONS LIMITED,16000000,1.42
2026-06-22,EXXARO,NSE,bulk,BUY,GIRIRAJ RATAN DAMANI,4000000,6.9
2026-06-22,EXXARO,NSE,bulk,BUY,L7 HITECH PRIVATE LIMITED,3400000,6.92
2026-06-22,EXXARO,NSE,bulk,BUY,BHAVISHYA ECOMMERCE PRIVATE LIMITED,3273804,6.9
2026-06-22,EXXARO,NSE,bulk,BUY,RAJ KUMAR PATNI,2900000,6.94
2026-06-22,EXXARO,NSE,bulk,SELL,DEEP DIAMOND INDIA LIMITED,11111108,6.92
2026-06-22,EXXARO,NSE,bulk,SELL,BHAVISHYA ECOMMERCE PRIVATE LIMITED,3279681,6.9
2026-06-22,FALCONTECH,NSE,bulk,BUY,NIKI ANKUR SHAH,30000,12.73
2026-06-22,FALCONTECH,NSE,bulk,SELL,ASHUTOSH TIWARI,27600,12.71
2026-06-22,GANONPRO,BSE,bulk,BUY,RAHUL RAJENDRA THOMBARE,67753.0,14.19
2026-06-22,GANONPRO,BSE,bulk,SELL,DARSHAN KIRAN WALKE,66901.0,14.19
2026-06-22,GCHOTELS,NSE,bulk,BUY,DEBASHISH NEOGI,252000,135.76
2026-06-22,GCHOTELS,NSE,bulk,SELL,VIVEK JAIN,141600,135.98
2026-06-22,GETALONG,BSE,bulk,BUY,WESTPAC INVESTMENTS LIMITED,320000.0,8.1
2026-06-22,GETALONG,BSE,bulk,SELL,YUGAL SHRENIK SOLANKI,320000.0,8.1
2026-06-22,GLPL,BSE,bulk,BUY,SWAPAN  KHANDELWAL,60000.0,43.05
2026-06-22,GLPL,BSE,bulk,SELL,UPSURGE OPPORTUNITIES FUND 1,72000.0,43.08
2026-06-22,GTEIT,BSE,bulk,BUY,LEELAMMATHENUMKALJOSEPH,86310.0,8.67
2026-06-22,GTEIT,BSE,bulk,SELL,VIVEK KANDA,20971.0,8.57
2026-06-22,GTEIT,BSE,bulk,SELL,VENKATESH PRASHANTH,18725.0,9.01
2026-06-22,GUJCOTEX,BSE,bulk,SELL,NEO APEX SHARE BROKING SERVICES LLP,791332.0,3.23
2026-06-22,GUJCOTEX,BSE,bulk,BUY,SETU SECURITIES PVT LTD,1761640.0,3.25
2026-06-22,GUJCOTEX,BSE,bulk,SELL,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,1056245.0,3.24
2026-06-22,GUJCOTEX,BSE,bulk,SELL,SETU SECURITIES PVT LTD,20.0,3.55
2026-06-22,GUJCOTEX,BSE,bulk,SELL,F3 ADVISORS PRIVATE LIMITED,500000.0,3.23
2026-06-22,GUJCOTEX,BSE,bulk,SELL,ANKITA VISHAL SHAH,1364511.0,3.53
2026-06-22,GUJCOTEX,BSE,bulk,BUY,ANKITA VISHAL SHAH,22000.0,3.52
2026-06-22,GUJCRED,BSE,bulk,SELL,KETAN MAHENDRAKUMAR CHALISHAZAR,25500.0,24.0
2026-06-22,GUJCRED,BSE,bulk,BUY,DARSHILKETANCHALISHAZAR,25644.0,24.0
2026-06-22,GVPTECHPP,NSE,bulk,SELL,KAILASHBEN ASHOKKUMAR PATEL,585429,1.53
2026-06-22,HORIZON,BSE,bulk,BUY,BANDHAN MUTUAL FUND,120000.0,139.95
2026-06-22,HORIZON,BSE,bulk,BUY,EXCELLENT SHARES AND FINANCE SERVICES PRIVATE LIMITED,132000.0,143.03
2026-06-22,HORIZON,BSE,bulk,SELL,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,133200.0,141.01
2026-06-22,HORIZON,BSE,bulk,BUY,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,140400.0,141.26
2026-06-22,HORIZON,BSE,bulk,SELL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,102000.0,139.95
2026-06-22,IDREAM,BSE,bulk,BUY,RAMESH KUMAR JAIN,1150.0,482.05
2026-06-22,IGARASHI,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,190675,471.86
2026-06-22,IGARASHI,NSE,bulk,BUY,QE SECURITIES LLP,185075,474.25
2026-06-22,IGARASHI,NSE,bulk,BUY,HRTI PRIVATE LIMITED,158220,473.5
2026-06-22,IGARASHI,NSE,bulk,BUY,MICROCURVES TRADING PRIVATE LIMITED,205063,472.04
2026-06-22,IGARASHI,NSE,bulk,SELL,MICROCURVES TRADING PRIVATE LIMITED,205063,472.26
2026-06-22,IGARASHI,NSE,bulk,SELL,HRTI PRIVATE LIMITED,159533,474.57
2026-06-22,IGARASHI,NSE,bulk,SELL,QE SECURITIES LLP,186317,472.42
2026-06-22,IGARASHI,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,190675,472.1
2026-06-22,JAIPAN,BSE,bulk,BUY,RUCHIKA SINGLA,102430.0,27.2
2026-06-22,JAIPAN,BSE,bulk,SELL,ATIN J AGARWAL,200000.0,27.2
2026-06-22,KOIYAIN,BSE,bulk,SELL,SHAJU  THOMAS,116743.0,11.5
2026-06-22,KOIYAIN,BSE,bulk,BUY,SYSTEMATIX SECURITIES LIMITED,107500.0,11.5
2026-06-22,KRISHNACAP,BSE,bulk,SELL,TARUNGARG,16161.0,59.27
2026-06-22,KRISHNACAP,BSE,bulk,SELL,KUSUMGUPTA,30312.0,59.27
2026-06-22,KRISHPP,NSE,bulk,BUY,INDUSTRIAL INVESTMENT TRUST LTD,97505,123.61
2026-06-22,KRISHPP,NSE,bulk,SELL,TALISMAN SECURITIES PRIVATE LIMITED,120972,125.88
2026-06-22,KSCL,NSE,bulk,BUY,NK SECURITIES RESEARCH PRIVATE LIMITED,336329,963.76
2026-06-22,KSCL,NSE,bulk,SELL,NK SECURITIES RESEARCH PRIVATE LIMITED,336329,964.22
2026-06-22,LADDU,BSE,bulk,SELL,SHARE INDIA SECURITIES LIMITED,305675.0,0.46
2026-06-22,LADDU,BSE,bulk,BUY,SHARE INDIA SECURITIES LIMITED,710412.0,0.46
2026-06-22,LAMOSAIC,NSE,bulk,BUY,KUBER EQUITY SERVICES LLP,101400,34.34
2026-06-22,LAMOSAIC,NSE,bulk,BUY,VISHAL MAHESH WAGHELA,55800,33.5
2026-06-22,LAMOSAIC,NSE,bulk,BUY,KESAR TRACOM INDIA LLP,99600,34.26
2026-06-22,LAMOSAIC,NSE,bulk,BUY,FOAMEX ENTERPRISES,99600,34.3
2026-06-22,LAMOSAIC,NSE,bulk,BUY,KARAN BALVANTBHAI PATEL,99600,34.5
2026-06-22,LAMOSAIC,NSE,bulk,BUY,BRILLIANT ENTERPRISES,99600,34.2
2026-06-22,LAMOSAIC,NSE,bulk,SELL,VINOD JUTHALAL VISARIA,499800,34.32
2026-06-22,LAMOSAIC,NSE,bulk,SELL,KUBER EQUITY SERVICES LLP,201600,33.63
2026-06-22,MAGSON,NSE,bulk,BUY,RISING CORPORATION LLP,96000,168
2026-06-22,MAGSON,NSE,bulk,SELL,MAHESHBHAI NARANBHAI PATEL,233000,168
2026-06-22,MHLXMIRU,NSE,bulk,SELL,NISHANT  PITTI,105943,154.69
2026-06-22,MIDEASTP,BSE,bulk,BUY,KALPESH VITHALDAS RAMI,50000.0,37.96
